id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
27066,F,1.625,1.3125,0.475,43.0628905,18.9091165,9.11436425,12.71475075,13.0
27067,I,1.375,1.025,0.375,26.26581175,13.99047825,5.9250455,6.9456275,8.0
27068,M,0.975,0.75,0.225,6.30776375,3.04757125,1.4458245,2.1262125,8.0
27069,F,1.6,1.25,0.45,32.50270175,13.154168,7.58349125,9.02931575,11.0
27070,M,1.2375,0.9875,0.3125,16.42853525,6.7755305,3.89805625,5.2446575,13.0
27071,F,0.9125,0.675,0.2125,6.30776375,2.67902775,1.2757275,1.8427175,5.0
27072,M,1.5625,1.1875,0.3375,33.29648775,14.74174,6.73300625,9.4970825,17.0
27073,M,1.6875,1.3,0.3875,38.00250475,14.855138,7.824462,12.8990225,14.0
27074,I,0.875,0.625,0.2125,5.443104,2.9766975,1.247378,1.814368,7.0
27075,F,1.5375,1.175,0.475,31.39707125,11.12717875,7.35669525,9.355335,18.0
27076,M,1.5,1.15,0.4125,30.71668325,12.62970225,6.577084,9.4970825,9.0
27077,M,1.6875,1.3125,0.45,47.7689075,17.860185,10.67358675,11.1980525,11.0
27078,I,0.975,0.7,0.2375,8.958442,3.7137845,2.26796,2.25378525,7.0
27079,F,1.4,1.1,0.35,28.0943545,13.947954,4.422522,7.93786,9.0
27080,F,1.5875,1.25,0.4,31.51046925,15.7339725,6.2652395,8.83086925,10.0
27081,M,1.55,1.2125,0.4125,31.19862475,11.3398,7.41339425,10.716111,14.0
27082,I,1.2125,0.975,0.3125,15.5071765,7.98038425,4.57844425,4.57844425,8.0
27083,M,1.575,1.225,0.3875,37.1094955,14.911837,8.901743,11.90679,11.0
27084,F,1.5375,1.1875,0.375,30.071446,13.99047825,7.257472,7.93786,11.0
27085,M,1.575,1.2625,0.4375,34.0477495,13.79203175,5.896696,10.6310625,10.0
27086,F,1.2625,0.9625,0.325,17.36406875,7.93786,4.23825025,5.2446575,10.0
27087,M,1.7,1.3625,0.4375,48.20832475,20.9502805,10.87203325,15.7339725,16.0
27088,M,1.2875,1.05,0.3625,26.43590875,7.93786,5.17378375,10.0640725,18.0
27089,I,0.825,0.6375,0.2,5.45727875,2.48058125,0.963883,1.927766,6.0
27090,F,1.55,1.1875,0.3875,33.38153625,18.200379,8.278054,8.0796075,8.0
27091,F,1.625,1.25,0.5125,42.354153,17.90270925,8.674947,12.48795475,11.0
27092,F,1.6375,1.3,0.4125,46.4488255,19.94387325,9.53960675,11.18387775,10.0
27093,F,1.6125,1.3,0.425,43.02036625,21.67319275,9.5537815,11.7650425,10.0
27094,F,1.65,1.35,0.45,41.7588135,18.86659225,9.14271375,11.283101,11.0
27095,I,1.125,0.825,0.25,10.9712565,4.74854125,1.77184375,3.3168915,8.0
27096,I,1.45,1.0875,0.3875,25.18853075,10.4609655,6.066793,7.654365,10.0
27097,F,1.475,1.175,0.475,32.16250775,12.3320325,6.05261825,14.17475,23.0
27098,I,1.4375,1.125,0.375,24.6357155,10.0640725,5.68407475,7.9095105,10.0
27099,F,1.45,1.1,0.375,25.2594045,9.11436425,6.30776375,7.654365,12.0
27100,M,1.375,1.0625,0.35,21.659018,8.221355,4.94698775,5.5281525,11.0
27101,F,1.625,1.2375,0.5375,37.1094955,15.52135125,8.051258,10.8578585,13.0
27102,I,1.2375,0.975,0.2375,16.42853525,7.427569,3.78465825,5.953395,8.0
27103,I,1.35,1.0625,0.3375,23.586784,9.4403835,4.932813,7.37087,11.0
27104,M,1.45,1.15,0.4,24.67823975,10.8578585,4.8477645,8.9300925,14.0
27105,I,0.725,0.525,0.175,3.16096925,1.6159215,0.80796075,0.9922325,5.0
27106,F,1.45,1.15,0.3625,26.46425825,11.4815475,6.27941425,7.654365,9.0
27107,I,0.6375,0.475,0.125,2.438057,0.97805775,0.58116475,0.7087375,8.0
27108,I,1.125,0.9,0.275,14.18892475,6.6621325,2.96252275,4.53592,8.0
27109,I,1.325,1.0875,0.3125,16.839603,6.98815175,3.52951275,6.7755305,9.0
27110,I,1.15,0.925,0.3125,12.71475075,4.6776675,2.8632995,4.1106775,8.0
27111,F,1.2625,0.9625,0.2875,18.80989325,8.788345,3.86970675,4.5642695,8.0
27112,M,1.8,1.4125,0.5,60.0725905,28.0943545,10.602713,14.74174,13.0
27113,F,1.5875,1.25,0.4125,32.375129,12.82814875,7.7961125,9.8372765,12.0
27114,F,1.5625,1.2375,0.4375,36.44600275,15.989118,7.41339425,13.7495075,10.0
27115,I,1.025,0.775,0.2375,7.83863675,3.18931875,1.304077,2.551455,6.0
27116,I,0.8375,0.65,0.2375,6.53455975,2.67902775,1.28990225,1.5592225,6.0
27117,M,1.3125,1.0,0.3875,22.92057075,9.99319875,5.556502,6.27941425,9.0
27118,I,1.1125,0.8625,0.275,13.8062065,5.00368675,2.16873675,3.118445,8.0
27119,F,1.575,1.2,0.4375,32.2900805,13.834556,6.4353365,11.056305,10.0
27120,I,1.05,0.775,0.25,9.14271375,4.6776675,1.09145575,2.9766975,6.0
27121,F,1.5125,1.175,0.375,26.932025,12.133586,5.2446575,7.5126175,9.0
27122,I,1.175,0.925,0.3125,15.2236815,7.030676,2.96252275,4.9611625,7.0
27123,I,1.075,0.8,0.25,10.4042665,4.5642695,2.097863,2.9766975,7.0
27124,F,1.2375,0.9625,0.325,26.0531905,15.37960375,4.43669675,3.96893,7.0
27125,I,0.9625,0.725,0.25,8.561549,3.7137845,2.438057,2.4097075,7.0
27126,M,1.4125,1.1,0.375,23.530085,8.12213175,5.3013565,6.87475375,8.0
27127,I,1.3125,1.0875,0.375,23.60095875,12.0485375,4.8477645,6.70465675,8.0
27128,M,1.4875,1.1625,0.4125,29.029888,11.55242125,6.917278,9.355335,14.0
27129,F,1.3125,1.025,0.325,20.87940675,5.91087075,4.706017,6.0951425,10.0
27130,I,0.7,0.5625,0.1875,3.6570855,1.247378,0.7654365,0.793786,6.0
27131,I,1.4625,1.125,0.3375,25.51455,12.34620725,4.40834725,7.1724235,10.0
27132,I,1.525,1.2125,0.35,31.467945,9.39785925,6.73300625,9.07184,23.0
27133,F,1.5,1.1875,0.4625,29.2283345,12.303683,7.55514175,10.0640725,20.0
27134,I,0.75,0.575,0.2,3.4302895,1.34660125,0.83631025,1.13398,6.0
27135,I,1.125,0.875,0.275,14.5999925,6.73300625,2.5231055,3.96893,8.0
27136,I,1.0125,0.7625,0.225,8.618248,3.912231,1.7293195,2.83495,7.0
27137,M,1.525,1.2125,0.3875,31.70891575,13.70698325,8.34892775,9.355335,10.0
27138,I,0.725,0.5625,0.15,3.38776525,1.474174,1.23320325,0.9922325,5.0
27139,F,1.525,1.2125,0.5,32.545226,14.16057525,6.36446275,9.4970825,11.0
27140,M,1.575,1.175,0.4375,38.03085425,19.5895045,7.6827145,8.9300925,11.0
27141,M,1.5,1.1625,0.4625,36.18813675,11.94931425,6.917278,13.60776,20.0
27142,F,1.3875,1.0875,0.375,25.41532675,12.28950825,4.80524025,7.72523875,12.0
27143,M,1.25,1.0,0.4,24.87668625,9.865626,5.03203625,7.37087,13.0
27144,M,1.3875,1.075,0.3875,26.94619975,8.71747125,5.839997,9.355335,20.0
27145,M,0.95,0.6875,0.25,7.8528115,2.9199985,1.48834875,2.4097075,7.0
27146,I,1.0875,0.8125,0.275,10.33339275,4.5075705,2.2396105,2.9766975,7.0
27147,I,0.65,0.5125,0.1625,2.721552,1.0489315,0.52446575,0.850485,5.0
27148,F,1.55,1.25,0.4,30.43318825,13.99047825,6.42116175,9.4970825,10.0
27149,F,1.6,1.275,0.425,34.529691,14.04717725,8.40562675,11.32562525,11.0
27150,I,1.0375,0.7875,0.2625,9.19941275,3.4869885,1.644271,2.6932025,11.0
27151,M,1.5125,1.1625,0.475,34.699788,17.519991,7.35669525,9.5537815,11.0
27152,F,1.7375,1.325,0.4625,43.147939,18.83824275,9.5537815,12.85649825,11.0
27153,F,1.375,1.0875,0.35,22.8213475,10.47514025,5.00368675,6.13766675,9.0
27154,F,1.4125,1.15,0.4125,25.0893075,10.9712565,5.8116475,6.3786375,12.0
27155,I,1.15,0.8625,0.3125,13.53688625,5.96756975,2.4664065,3.5436875,8.0
27156,I,1.0,0.7625,0.275,7.66853975,3.92640575,1.68679525,2.4097075,7.0
27157,M,1.1875,0.8875,0.35,16.62698175,6.78970525,4.309124,5.386405,12.0
27158,F,1.5875,1.225,0.4625,37.137845,16.45688475,9.1001895,9.7805775,11.0
27159,F,1.3625,1.0,0.35,19.1926115,9.62465525,4.0539785,5.8116475,7.0
27160,M,1.6,1.2875,0.4125,45.7277435,20.36911575,10.4042665,11.453198,10.0
27161,I,0.9,0.6875,0.2125,6.80388,3.41611475,1.2757275,1.927766,6.0
27162,I,0.675,0.4875,0.2,2.02698925,0.83631025,0.4819415,0.850485,5.0
27163,F,1.5,1.1625,0.375,30.43318825,14.5999925,7.24329725,8.3631025,8.0
27164,F,1.6,1.2625,0.5625,41.82968725,16.6978555,9.015141,11.90679,12.0
27165,F,1.725,1.3625,0.4375,46.096287,19.9863975,10.56018875,13.04077,10.0
27166,I,0.9,0.6625,0.2125,5.0745605,2.041164,1.70097,1.5592225,6.0
27167,I,1.2,0.9375,0.275,14.571643,6.7755305,2.6932025,4.252425,6.0
27168,F,1.5875,1.2625,0.4375,36.55668025,16.6411565,8.901743,12.757275,19.0
27169,M,1.65,1.325,0.5125,41.80133775,18.3421265,9.7805775,10.2908685,12.0
27170,F,1.375,1.0625,0.3125,23.88445375,10.035723,5.42892925,6.19436575,9.0
27171,I,1.0875,0.8125,0.275,10.4042665,4.5075705,2.211261,2.9766975,6.0
27172,I,0.8875,0.6375,0.2,6.13766675,2.7499015,1.0489315,1.71514475,6.0
27173,F,1.45,1.1125,0.425,22.4244545,10.77281,4.309124,5.10291,7.0
27174,I,0.425,0.3125,0.1375,1.8994165,0.60951425,0.35436875,0.7087375,7.0
27175,I,1.025,0.775,0.25,8.12213175,4.40834725,1.97029025,2.26796,7.0
27176,F,1.725,1.4375,0.4625,51.19397175,22.55202725,11.5949455,12.8990225,10.0
27177,M,1.6,1.25,0.4125,35.777069,17.22232125,8.561549,9.4970825,10.0
27178,I,0.7375,0.575,0.2125,3.61456125,1.644271,0.737087,1.13398,7.0
27179,I,1.7125,1.3125,0.4125,51.5110415,19.94387325,10.9712565,11.509897,15.0
27180,I,1.3375,1.0875,0.3875,24.5223175,10.36174225,5.57067675,6.0951425,10.0
27181,M,1.425,1.125,0.475,34.0194,9.8939755,5.74077375,11.4815475,20.0
27182,I,1.175,0.8375,0.35,12.60135275,4.32329875,2.948348,5.2446575,10.0
27183,F,1.6,1.2,0.4125,35.210079,15.03940975,8.0229085,9.355335,9.0
27184,M,1.525,1.2125,0.3625,26.23746225,12.68640125,6.010094,6.23689,9.0
27185,I,0.9,0.6875,0.2375,7.6827145,2.664853,1.91359125,2.551455,7.0
27186,F,1.3375,1.0,0.3625,19.7029025,9.19941275,4.72019175,5.386405,8.0
27187,M,1.3,1.0,0.3125,16.91047675,7.3425205,3.515338,4.819415,10.0
27188,M,1.3,1.025,0.3625,20.638436,9.808927,4.479221,6.0951425,12.0
27189,M,1.1875,0.8875,0.275,13.90542975,5.4147545,2.8066005,3.685435,9.0
27190,M,1.55,1.2625,0.4625,37.15201975,16.45688475,10.4609655,9.7805775,15.0
27191,F,1.175,0.8875,0.35,13.33843975,5.03203625,2.8066005,4.3941725,8.0
27192,F,1.4375,1.0625,0.3875,27.555714,13.65028425,6.8322295,6.80388,8.0
27193,M,1.8375,1.4625,0.575,59.1654065,24.73493875,13.380964,20.581737,18.0
27194,I,1.3625,1.0,0.3125,20.19901875,9.42620875,5.216308,5.2446575,9.0
27195,M,1.375,1.0375,0.4625,27.9242575,8.97261675,5.839997,8.3631025,15.0
27196,F,1.3625,1.025,0.4,20.751834,7.93786,4.63514325,6.6621325,10.0
27197,I,1.575,1.225,0.3875,38.68289275,17.61921425,6.27941425,9.1001895,14.0
27198,M,1.3125,1.025,0.3125,21.70154225,10.149121,4.63514325,5.613201,8.0
27199,M,1.525,1.1875,0.475,40.766581,14.78426425,7.314171,13.7495075,19.0
27200,M,1.5625,1.2125,0.4,33.40988575,16.0174675,7.3992195,10.0640725,14.0
27201,I,1.15,0.875,0.275,14.52911875,7.3992195,2.67902775,3.685435,8.0
27202,F,1.3625,1.0625,0.375,27.499015,14.38737125,5.03203625,6.80388,10.0
27203,M,1.3125,1.05,0.375,22.11261,8.561549,4.74854125,6.6621325,8.0
27204,I,1.1875,0.9375,0.3,13.16834275,6.02426875,2.96252275,4.26659975,7.0
27205,I,0.9125,0.6625,0.225,6.25106475,2.65067825,1.31825175,1.984465,7.0
27206,F,1.525,1.15,0.375,31.808139,14.75591475,6.76135575,8.63242275,8.0
27207,M,1.65,1.1875,0.425,33.7075555,13.25339125,8.2497045,8.50485,10.0
27208,M,1.625,1.3125,0.4375,44.8772585,16.44271,9.62465525,15.025235,21.0
27209,F,1.4,1.05,0.375,24.84833675,10.13494625,6.4353365,6.3219385,9.0
27210,M,1.275,1.0125,0.375,21.58814425,8.66077225,5.25883225,6.520385,11.0
27211,F,1.7375,1.375,0.5,44.80638475,18.80989325,10.70193625,14.17475,13.0
27212,M,1.625,1.3125,0.5125,39.745999,14.64251675,8.37727725,11.4815475,18.0
27213,M,0.7,0.5125,0.2,3.07592075,1.45999925,0.83631025,0.907184,8.0
27214,I,1.25,0.975,0.3125,15.74814725,6.13766675,3.01922175,4.1106775,7.0
27215,F,1.3375,1.0875,0.375,20.87940675,9.45455825,5.48562825,6.0951425,15.0
27216,F,1.2875,0.9875,0.3125,18.030282,9.05766525,3.61456125,5.2446575,8.0
27217,F,1.1,0.8125,0.3375,14.2030995,4.8477645,3.2601925,3.40194,8.0
27218,I,1.4,1.05,0.3375,15.74814725,6.3219385,3.50116325,4.8477645,9.0
27219,F,1.5375,1.275,0.425,31.7797895,9.1001895,6.80388,10.035723,11.0
27220,I,0.875,0.6375,0.2125,6.30776375,2.7499015,1.43164975,1.5592225,6.0
27221,M,1.525,1.125,0.3875,25.51455,11.18387775,5.20213325,7.5126175,11.0
27222,F,1.6,1.25,0.425,36.55668025,17.6617385,7.66853975,8.9300925,11.0
27223,I,1.4625,1.1375,0.325,21.47474625,9.42620875,3.685435,6.3786375,6.0
27224,I,0.95,0.7125,0.2,6.7188315,3.30271675,1.60174675,2.324659,8.0
27225,I,1.5375,1.1875,0.4375,31.6096925,13.70698325,6.95980225,9.63883,10.0
27226,M,1.725,1.375,0.475,47.95317925,21.4038725,11.49572225,12.8990225,10.0
27227,M,1.5375,1.2125,0.4375,33.35318675,13.31009025,8.051258,8.9300925,12.0
27228,F,1.6875,1.3125,0.4625,41.730464,18.6256215,8.57572375,12.3320325,12.0
27229,I,1.675,1.2875,0.425,29.27085875,11.04213025,7.3992195,10.20582,11.0
27230,F,1.65,1.3375,0.475,45.756093,15.06775925,10.77281,14.0330025,10.0
27231,F,1.55,1.1875,0.425,30.03629525,12.77144975,6.42116175,9.2135875,17.0
27232,F,1.6375,1.25,0.4375,36.0889135,13.494362,8.54737425,11.4815475,14.0
27233,F,1.2375,0.9375,0.3125,15.3937785,6.87475375,2.891649,4.6776675,8.0
27234,F,1.55,1.225,0.5,36.32988425,13.93377925,6.53455975,11.8784405,25.0
27235,I,1.3125,0.975,0.3,15.195332,8.40562675,3.41611475,4.819415,9.0
27236,M,1.3625,1.05,0.4,18.83824275,7.72523875,4.32329875,5.386405,8.0
27237,F,1.4625,1.175,0.4125,31.9498865,15.1669825,6.577084,7.93786,10.0
27238,M,1.625,1.3125,0.425,41.82968725,18.15785475,9.99319875,9.355335,11.0
27239,I,1.2,0.975,0.3125,15.43630275,6.577084,3.2601925,4.819415,9.0
27240,I,1.2375,0.975,0.2875,14.75591475,6.98815175,3.2601925,4.60679375,7.0
27241,F,1.625,1.3125,0.4375,42.354153,20.19901875,8.6465975,9.48290775,14.0
27242,M,1.125,0.8875,0.2875,13.36678925,4.876114,2.65067825,3.572037,14.0
27243,M,1.575,1.2125,0.45,35.25260325,14.75591475,7.540967,10.0640725,15.0
27244,M,1.6125,1.275,0.4125,33.46658475,14.78426425,7.01650125,10.3475675,8.0
27245,M,1.425,1.125,0.4375,24.664065,7.86698625,4.40834725,8.0796075,18.0
27246,F,1.375,1.0125,0.3625,24.76328825,11.29727575,5.9250455,6.80388,9.0
27247,I,1.2,0.9125,0.3125,16.0741665,6.3219385,2.73572675,4.15320175,8.0
27248,F,1.6,1.2875,0.475,39.41997975,14.04717725,9.14271375,14.74174,16.0
27249,M,0.525,0.375,0.1125,1.06310625,0.4252425,0.3118445,0.3685435,5.0
27250,M,0.875,0.65,0.225,5.443104,2.7499015,1.2757275,1.8427175,7.0
27251,F,1.825,1.375,0.5,55.06890375,22.6512505,13.1825175,14.8834875,18.0
27252,F,1.5,1.1375,0.3375,26.54930675,12.303683,4.46504625,7.37087,9.0
27253,M,1.125,0.8625,0.325,14.61416725,5.54232725,3.4869885,4.1106775,14.0
27254,F,1.5125,1.2,0.425,40.78075575,18.086981,9.922325,9.7805775,10.0
27255,I,1.3375,1.05,0.375,21.87163925,9.87980075,4.252425,5.8116475,17.0
27256,I,0.925,0.6875,0.25,6.56290925,2.664853,2.22543575,2.324659,7.0
27257,F,1.5125,1.0875,0.5875,35.0887275,11.92096475,4.422522,14.17475,19.0
27258,I,1.4875,1.1,0.3875,25.2027055,12.68640125,3.98310475,6.520385,8.0
27259,F,1.475,1.125,0.375,28.33532525,11.509897,6.08096775,8.221355,11.0
27260,M,1.375,1.0625,0.375,23.51591025,11.8784405,4.819415,6.7755305,11.0
27261,I,0.9625,0.725,0.225,7.2858215,2.90582375,1.6726205,2.4097075,7.0
27262,I,1.225,0.9375,0.3,16.42853525,7.7394135,3.6003865,4.819415,9.0
27263,F,1.525,1.125,0.375,28.803092,14.35902175,6.10931725,7.144074,8.0
27264,F,1.7,1.3125,0.5125,43.885026,17.70426275,10.375917,12.8990225,11.0
27265,F,1.475,1.1875,0.375,30.34813975,12.47378,6.13766675,7.654365,10.0
27266,M,1.625,1.275,0.425,35.210079,16.329312,8.391452,10.20582,10.0
27267,I,1.0375,0.8125,0.275,10.41844125,4.6776675,2.22543575,2.83495,9.0
27268,I,1.4375,1.125,0.35,19.74542675,8.561549,4.66349275,6.520385,9.0
27269,I,0.625,0.45,0.1125,2.381358,0.9355335,0.52446575,0.60951425,5.0
27270,M,1.425,1.1,0.35,29.1149365,16.782904,6.633783,6.70465675,9.0
27271,M,1.275,0.975,0.35,15.5071765,5.68407475,4.57844425,5.6699,15.0
27272,I,0.9375,0.7125,0.2125,6.0951425,2.6365035,1.2190285,1.984465,7.0
27273,I,1.425,1.15,0.3375,26.2232875,10.21999475,6.4920355,8.3631025,10.0
27274,F,1.3375,1.0625,0.425,23.94115275,9.42620875,5.71242425,6.80388,13.0
27275,I,0.7,0.5125,0.1625,2.494756,1.077281,0.52446575,0.9922325,6.0
27276,F,1.2625,1.0,0.3125,21.58814425,8.0796075,5.11708475,5.10291,10.0
27277,M,1.3125,1.025,0.475,22.566202,9.87980075,5.40057975,6.917278,8.0
27278,F,1.4625,1.1625,0.4,28.066005,13.87708025,5.5848515,7.1157245,9.0
27279,F,1.575,1.2125,0.425,33.12639075,13.4660125,7.654365,10.942907,11.0
27280,I,1.2625,1.0,0.35,21.72989175,7.824462,4.57844425,7.7961125,13.0
27281,I,0.7,0.525,0.175,2.76407625,1.17650425,0.58116475,0.9355335,3.0
27282,F,1.575,1.2,0.4125,29.9654215,12.47378,6.293589,10.07824725,13.0
27283,F,1.4375,1.1,0.3625,26.08154,11.55242125,6.066793,7.6260155,10.0
27284,I,1.475,1.1,0.35,24.73493875,11.72251825,5.79747275,7.93786,10.0
27285,F,1.3125,1.0125,0.4125,23.416687,10.489315,4.12485225,6.690482,12.0
27286,F,1.6875,1.2625,0.475,38.51279575,17.02387475,9.6671795,10.3475675,10.0
27287,I,1.25,0.9625,0.3375,15.35125425,7.824462,2.99087225,4.53592,8.0
27288,M,1.15,0.875,0.3,13.39513875,6.19436575,2.324659,4.1673765,8.0
27289,M,1.75,1.4125,0.4875,55.23900075,22.80717275,11.5382465,16.31513725,12.0
27290,I,1.2625,0.975,0.3125,16.9813505,6.973977,4.5075705,5.5281525,10.0
27291,F,1.225,0.975,0.35,16.102516,6.6621325,4.0539785,5.5281525,13.0
27292,M,1.325,1.05,0.35,28.066005,9.128539,4.2240755,7.0590255,13.0
27293,F,1.2875,0.9875,0.3875,18.24290325,7.7961125,3.7137845,6.6621325,12.0
27294,I,1.0125,0.775,0.2375,8.674947,2.6932025,1.871067,3.118445,9.0
27295,F,0.9375,0.7125,0.2,6.406987,2.48058125,1.37495075,2.1262125,7.0
27296,F,1.425,1.075,0.3875,27.82503425,12.23280925,5.74077375,7.484268,10.0
27297,M,1.1875,0.925,0.3125,16.51358375,8.334753,3.75630875,4.706017,7.0
27298,F,1.475,1.225,0.375,33.89182725,15.03940975,6.5487345,8.6465975,11.0
27299,F,1.3,1.0125,0.4,28.066005,9.00096625,5.59902625,9.922325,14.0
27300,I,1.4875,1.1125,0.375,24.720764,12.0485375,4.77689075,6.520385,8.0
27301,M,1.6625,1.3125,0.4375,38.96638775,18.9091165,7.6827145,13.7495075,12.0
27302,M,1.7375,1.375,0.5,58.6551155,21.24795025,12.6722265,14.1464005,10.0
27303,M,1.375,1.175,0.3375,22.0275615,10.77281,4.762716,6.76135575,12.0
27304,M,0.825,0.6375,0.2,5.5281525,2.211261,1.26155275,1.417475,6.0
27305,F,1.5625,1.25,0.4375,33.0271675,13.99047825,5.556502,9.19941275,13.0
27306,M,1.4125,1.0375,0.3375,25.51455,10.2908685,5.499803,7.087375,9.0
27307,I,1.225,0.9125,0.3625,18.597272,9.82310175,3.95475525,4.989512,8.0
27308,M,1.7625,1.3375,0.4375,44.0834725,19.94387325,10.87203325,11.4815475,9.0
27309,I,0.8125,0.5625,0.2125,4.80524025,2.19708625,0.89300925,1.13398,5.0
27310,F,1.2125,0.95,0.325,16.25843825,5.5848515,3.27436725,5.953395,14.0
27311,I,1.3125,1.0375,0.325,20.97863,9.6104805,3.64291075,6.80388,8.0
27312,I,1.425,1.1875,0.4125,30.03629525,10.149121,6.19436575,8.9300925,17.0
27313,F,1.55,1.3375,0.425,39.519203,13.99047825,7.257472,13.2959155,20.0
27314,F,1.5,1.2875,0.4375,35.13920525,15.37960375,8.60407325,8.9300925,11.0
27315,M,1.375,1.025,0.375,19.17843675,9.48290775,3.8271825,6.23689,7.0
27316,F,1.4,0.975,0.4,24.28134675,10.602713,4.43669675,8.788345,9.0
27317,M,1.5,1.175,0.4125,33.12639075,14.231449,7.6260155,8.788345,10.0
27318,F,1.4375,1.1625,0.35,31.6096925,14.401546,7.711064,6.84640425,9.0
27319,I,1.3,1.0,0.35,17.5483405,7.9095105,4.40834725,5.273007,8.0
27320,I,0.85,0.6375,0.1875,5.3013565,2.438057,1.077281,1.474174,6.0
27321,M,1.2875,1.05,0.2875,19.43358225,10.6877615,3.78465825,5.8116475,8.0
27322,M,1.55,1.2,0.3875,30.4190135,14.84096325,6.13766675,8.50485,10.0
27323,I,1.25,0.9375,0.2875,18.4555245,7.427569,3.742134,4.97533725,9.0
27324,F,1.1875,0.925,0.3125,14.571643,6.2652395,2.6932025,4.35164825,8.0
27325,I,1.1625,0.8875,0.275,14.16057525,8.66077225,2.721552,3.40194,6.0
27326,F,1.375,1.1,0.35,24.607366,8.66077225,4.86193925,9.355335,15.0
27327,F,1.6625,1.35,0.375,38.6403685,16.34348675,10.33339275,10.20582,13.0
27328,M,1.5125,1.2125,0.4,29.48348,12.0485375,6.860579,9.4970825,12.0
27329,F,1.5875,1.2375,0.475,37.874932,15.5071765,9.87980075,10.3475675,10.0
27330,F,1.3125,1.0,0.3625,19.66037825,8.448151,4.3374735,5.10291,10.0
27331,M,1.625,1.2625,0.45,36.07241225,19.54698025,8.34892775,9.7805775,10.0
27332,F,1.3,1.0375,0.375,22.66542525,6.13766675,4.72019175,8.3631025,12.0
27333,M,1.575,1.2125,0.3625,32.41765325,16.82542825,7.597666,8.3064035,9.0
27334,I,0.8,0.6125,0.175,4.706017,2.19708625,0.9355335,1.2757275,7.0
27335,I,0.95,0.7625,0.225,8.51902475,4.74854125,1.77184375,2.324659,6.0
27336,F,1.6125,1.3,0.4125,32.41765325,11.8784405,6.747181,10.0640725,11.0
27337,I,1.2125,0.9625,0.3125,16.51358375,7.24329725,2.6932025,4.6776675,8.0
27338,M,1.45,1.175,0.4,31.22697425,13.67863375,6.690482,9.07184,13.0
27339,I,1.0,0.75,0.225,8.618248,3.96893,1.57339725,2.28213475,7.0
27340,M,1.225,1.0125,0.3125,18.4555245,9.2135875,3.95475525,5.2446575,8.0
27341,F,1.3125,1.0,0.3625,25.287754,8.03708325,5.046211,7.2291225,12.0
27342,F,1.6125,1.25,0.45,38.96638775,14.628342,9.015141,11.3398,14.0
27343,F,1.625,1.35,0.475,33.46658475,13.4660125,7.257472,10.9145575,9.0
27344,M,1.4375,1.0875,0.375,28.292801,12.00601325,7.07320025,8.9300925,11.0
27345,F,1.125,0.8875,0.3125,12.5021295,5.1312595,3.30271675,3.96893,8.0
27346,M,1.2125,0.9,0.3125,15.49300175,6.4920355,3.35941575,4.8477645,9.0
27347,I,1.35,1.1,0.3375,23.8986285,11.38232425,5.216308,6.520385,9.0
27348,I,1.1,0.85,0.2625,11.8217415,5.4147545,2.31048425,3.33106625,7.0
27349,I,0.725,0.525,0.175,2.8066005,1.0489315,0.56699,0.850485,6.0
27350,I,1.0875,0.85,0.2125,9.51125725,3.9405805,2.11203775,2.83495,6.0
27351,F,1.3625,1.0625,0.3875,20.48251375,8.29222875,4.9044635,6.3786375,9.0
27352,F,1.3375,1.125,0.35,23.019794,10.489315,6.67630725,6.9456275,8.0
27353,F,1.3625,1.1,0.375,24.8058125,8.97261675,5.88252125,7.37087,11.0
27354,M,1.3,1.0,0.3125,18.10115575,8.3631025,4.479221,4.9611625,8.0
27355,F,1.6,1.2875,0.4375,32.601925,14.231449,6.350288,10.20582,13.0
27356,I,1.1375,0.875,0.3,13.90542975,5.68407475,3.07592075,3.5436875,7.0
27357,M,1.5875,1.3125,0.425,38.782116,17.19397175,8.51902475,10.999606,10.0
27358,I,0.5,0.3625,0.1,1.09145575,0.3118445,0.21262125,0.283495,4.0
27359,F,1.625,1.2625,0.4625,37.32211675,15.77649675,7.881161,10.3475675,10.0
27360,F,1.1125,0.825,0.3125,16.11669075,7.087375,4.0539785,3.96893,8.0
27361,I,0.5875,0.4375,0.15,1.54504775,0.5386405,0.18427175,0.510291,5.0
27362,M,1.325,1.0625,0.325,20.5533875,9.808927,4.5642695,5.6982495,9.0
27363,F,1.625,1.2875,0.4375,41.00755175,19.1359125,8.15048125,10.20582,10.0
27364,I,0.7375,0.5375,0.1875,3.64291075,1.4458245,1.14815475,1.417475,6.0
27365,F,1.625,1.3125,0.475,41.80133775,16.40018575,8.83086925,11.90679,18.0
27366,M,1.5125,1.2125,0.3625,25.741346,11.29727575,4.57844425,6.520385,10.0
27367,I,1.1,0.8375,0.25,13.50853675,6.10931725,2.87747425,3.8271825,8.0
27368,M,0.775,0.5875,0.1875,4.422522,1.91359125,0.97805775,1.2757275,12.0
27369,M,1.6125,1.2875,0.4375,41.8722115,16.8679525,9.9506745,11.509897,11.0
27370,F,1.6125,1.3125,0.4875,37.931631,16.159215,8.5331995,11.4815475,13.0
27371,I,1.125,0.825,0.275,10.9145575,4.32329875,2.14038725,3.8271825,9.0
27372,M,1.5,1.175,0.4625,31.808139,12.47378,6.27941425,9.2135875,12.0
27373,F,1.0375,0.8125,0.2625,11.169703,4.46504625,2.62232875,3.2034935,6.0
